,Student Model,Model Path,Dataset,Train Acc,Validation Acc,Augmentation Intensity
0,CNN_JP4,CNN_JP4_8_model.pt,CIFAR10,0.8070799708366394,0.7664999961853027,-1.0
1,CNN_JP4,CNN_JP4_8_model.pt,CIFAR10,0.800320029258728,0.7651000022888184,0.1
2,CNN_JP4,CNN_JP4_8_model.pt,CIFAR10,0.7881799936294556,0.7615000009536743,0.2
3,CNN_JP4,CNN_JP4_8_model.pt,CIFAR10,0.7629799842834473,0.7384999990463257,0.4
4,CNN_JP4,CNN_JP4_8_model.pt,CIFAR10,0.7000200152397156,0.6798999905586243,0.8
5,CNN_JP4,CNN_JP4_8_model.pt,CIFAR10,0.5565999746322632,0.541700005531311,1.6
